Charan,nTR,Prab
0744644,00940094,NonStandard
0744644,00950095,NonStandard
0744644,01390139,NonStandard
0744644,01400140,NonStandard
0744644,01990199,NonStandard
0744644,02000200,NonStandard
0744644,01930193,NonStandard
0744644,01940194,NonStandard
0744644,01910191,NonStandard
0744644,01920192,NonStandard
0744644,01960196,NonStandard
0744644,01950195,NonStandard
0744644,01970197,NonStandard
0744644,01980198,NonStandard
0752495,02230223,NonStandard
0752495,02190219,NonStandard
0752495,02150215,NonStandard
0752495,02340234,NonStandard
0752495,02390239,NonStandard
0752495,02110211,NonStandard
0752495,02270227,NonStandard
0752495,01870187,NonStandard
0752495,01670167,NonStandard
0752495,01520152,NonStandard
0752495,01720172,NonStandard
0752495,01470147,NonStandard
0752495,01770177,NonStandard
0752495,01820182,NonStandard
0752495,02030203,NonStandard
0752495,01420142,NonStandard
0752495,02070207,NonStandard
0752495,01370137,NonStandard
0752495,01910191,NonStandard
0752495,01950195,NonStandard
0752495,01320132,NonStandard
0752495,01620162,NonStandard
0752495,01990199,NonStandard
0752495,01570157,NonStandard
0752495,03340334,NonStandard
0752495,03530353,NonStandard
0752495,00010001,NonStandard
0752495,01070107,NonStandard
0752495,00030003,NonStandard
0752495,00200020,NonStandard
0752495,00060006,NonStandard
0752495,00100010,NonStandard
0752495,00110011,NonStandard
0752495,00130013,NonStandard
0752495,00430043,NonStandard
0752495,00140014,NonStandard
0752495,00160016,NonStandard
0752495,00050005,NonStandard
0752495,00420042,NonStandard
0752495,00190019,NonStandard
0752495,00180018,NonStandard
0752495,03480348,NonStandard
0752495,00230023,NonStandard
0752495,00380038,NonStandard
0752495,00150015,NonStandard
0752495,00390039,NonStandard
0752495,00210021,NonStandard
0909166,00030003,NonStandard
0909166,00020002,NonStandard
0909166,00010001,NonStandard
0909166,00040004,NonStandard
0909166,00110011,NonStandard
0909166,00120012,NonStandard
0909166,00100010,NonStandard
0909166,00090009,NonStandard
0909166,00060006,NonStandard
0909166,00050005,NonStandard
0909166,00080008,NonStandard
0909166,00070007,NonStandard
0702551,31423142,NonStandard
0702551,31443144,NonStandard
0702551,28542854,NonStandard
0702551,31433143,NonStandard
0702551,31483148,NonStandard
0702551,31473147,NonStandard
0702551,31493149,NonStandard
0702551,31463146,NonStandard
0702551,28552855,NonStandard
0702551,28462846,NonStandard
0702551,28472847,NonStandard
0702551,28502850,NonStandard
0702551,28532853,NonStandard
0702551,28492849,NonStandard
0702551,28482848,NonStandard
0702551,28512851,NonStandard
0702551,28562856,NonStandard
0702551,28572857,NonStandard
0702551,28582858,NonStandard
0702551,28592859,NonStandard
0702551,28612861,NonStandard
0702551,28602860,NonStandard
0919600,00110011,NonStandard
0919600,00410041,NonStandard
0919600,01110111,NonStandard
0919600,00910091,NonStandard
0919600,00310031,NonStandard
0919600,00260026,NonStandard
0919600,00560056,NonStandard
0919600,00010001,NonStandard
0919600,00860086,NonStandard
0919600,01160116,NonStandard
0919600,01060106,NonStandard
0919600,00660066,NonStandard
0919600,00810081,NonStandard
0919600,00710071,NonStandard
0919600,00160016,NonStandard
0919600,01960196,NonStandard
0919600,02920292,NonStandard
0919600,02870287,NonStandard
0919600,01810181,NonStandard
0919600,02820282,NonStandard
0919600,02770277,NonStandard
0919600,01210121,NonStandard
0919600,02670267,NonStandard
0919600,01860186,NonStandard
0919600,02620262,NonStandard
0919600,02970297,NonStandard
0919600,01910191,NonStandard
0919600,02720272,NonStandard
0919600,02460246,NonStandard
0919600,02410241,NonStandard
0919600,00610061,NonStandard
0919600,00460046,NonStandard
0919600,02360236,NonStandard
0919600,02060206,NonStandard
0919600,02310231,NonStandard
0919600,02110211,NonStandard
0919600,02160216,NonStandard
0919600,02570257,NonStandard
0919600,03420342,NonStandard
0919600,03020302,NonStandard
0919600,01360136,NonStandard
0919600,03470347,NonStandard
0919600,01510151,NonStandard
0919600,03520352,NonStandard
0919600,01410141,NonStandard
0919600,01660166,NonStandard
0919600,01260126,NonStandard
0919600,03370337,NonStandard
0919600,03320332,NonStandard
0919600,03270327,NonStandard
0919600,01710171,NonStandard
0919600,03220322,NonStandard
0919600,01560156,NonStandard
0919600,03170317,NonStandard
0919600,03120312,NonStandard
0919600,03070307,NonStandard
0919600,00120012,NonStandard
0919600,00020002,NonStandard
0919600,00170017,NonStandard
0919600,00270027,NonStandard
0919600,00320032,NonStandard
0919600,00420042,NonStandard
0919600,02580258,NonStandard
0919600,01520152,NonStandard
0919600,02370237,NonStandard
0919600,02780278,NonStandard
0919600,00470047,NonStandard
0919600,01120112,NonStandard
0919600,02420242,NonStandard
0919600,03080308,NonStandard
0919600,01420142,NonStandard
0919600,02470247,NonStandard
0919600,03030303,NonStandard
0919600,00670067,NonStandard
0919600,01370137,NonStandard
0919600,03180318,NonStandard
0919600,00720072,NonStandard
0919600,00620062,NonStandard
0919600,02630263,NonStandard
0919600,02930293,NonStandard
0919600,01270127,NonStandard
0919600,02880288,NonStandard
0919600,00820082,NonStandard
0919600,01220122,NonStandard
0919600,00870087,NonStandard
0919600,02680268,NonStandard
0919600,02830283,NonStandard
0919600,00920092,NonStandard
0919600,01170117,NonStandard
0919600,02730273,NonStandard
0919600,01070107,NonStandard
0919600,02980298,NonStandard
0919600,02170217,NonStandard
0919600,01970197,NonStandard
0919600,03380338,NonStandard
0919600,03530353,NonStandard
0919600,01670167,NonStandard
0919600,02120212,NonStandard
0919600,03480348,NonStandard
0919600,01720172,NonStandard
0919600,03430343,NonStandard
0919600,03130313,NonStandard
0919600,01820182,NonStandard
0919600,03330333,NonStandard
0919600,03280328,NonStandard
0919600,01920192,NonStandard
0919600,03230323,NonStandard
0919600,01870187,NonStandard
0919600,01570157,NonStandard
0919600,02320232,NonStandard
0919600,02070207,NonStandard
0919600,00570057,NonStandard
0919600,01230123,NonStandard
0919600,02640264,NonStandard
0919600,01980198,NonStandard
0919600,02690269,NonStandard
0919600,01680168,NonStandard
0919600,01180118,NonStandard
0919600,01830183,NonStandard
0919600,01130113,NonStandard
0919600,01930193,NonStandard
0919600,01730173,NonStandard
0919600,01280128,NonStandard
0919600,02080208,NonStandard
0919600,01530153,NonStandard
0919600,02480248,NonStandard
0919600,01380138,NonStandard
0919600,02130213,NonStandard
0919600,01430143,NonStandard
0919600,02430243,NonStandard
0919600,02180218,NonStandard
0919600,01580158,NonStandard
0919600,02380238,NonStandard
0919600,02330233,NonStandard
0919600,02590259,NonStandard
0919600,00280028,NonStandard
0919600,03040304,NonStandard
0919600,03090309,NonStandard
0919600,02740274,NonStandard
0919600,00130013,NonStandard
0919600,02790279,NonStandard
0919600,03190319,NonStandard
0919600,00580058,NonStandard
0919600,00180018,NonStandard
0919600,00030003,NonStandard
0919600,03340334,NonStandard
0919600,03140314,NonStandard
0919600,03390339,NonStandard
0919600,00330033,NonStandard
0919600,03440344,NonStandard
0919600,03490349,NonStandard
0919600,03540354,NonStandard
0919600,00480048,NonStandard
0919600,00430043,NonStandard
0919600,00630063,NonStandard
0919600,03290329,NonStandard
0919600,02940294,NonStandard
0919600,00880088,NonStandard
0919600,00680068,NonStandard
0919600,03240324,NonStandard
0919600,00830083,NonStandard
0919600,02890289,NonStandard
0919600,02840284,NonStandard
0919600,00930093,NonStandard
0919600,02990299,NonStandard
0919600,01880188,NonStandard
0919600,00730073,NonStandard
0919600,01080108,NonStandard
0919600,03550355,NonStandard
0919600,02750275,NonStandard
0919600,02090209,NonStandard
0919600,03400340,NonStandard
0919600,02800280,NonStandard
0919600,01990199,NonStandard
0919600,03450345,NonStandard
0919600,02700270,NonStandard
0919600,03300330,NonStandard
0919600,03500350,NonStandard
0919600,01940194,NonStandard
0919600,01890189,NonStandard
0919600,03150315,NonStandard
0919600,03000300,NonStandard
0919600,02440244,NonStandard
0919600,02490249,NonStandard
0919600,03050305,NonStandard
0919600,03100310,NonStandard
0919600,02390239,NonStandard
0919600,02850285,NonStandard
0919600,02600260,NonStandard
0919600,03350335,NonStandard
0919600,02900290,NonStandard
0919600,03200320,NonStandard
0919600,03250325,NonStandard
0919600,02190219,NonStandard
0919600,02650265,NonStandard
0919600,02140214,NonStandard
0919600,02340234,NonStandard
0919600,02950295,NonStandard
0919600,00290029,NonStandard
0919600,00690069,NonStandard
0919600,00640064,NonStandard
0919600,00040004,NonStandard
0919600,01390139,NonStandard
0919600,01090109,NonStandard
0919600,00140014,NonStandard
0919600,00740074,NonStandard
0919600,01590159,NonStandard
0919600,00590059,NonStandard
0919600,00190019,NonStandard
0919600,01440144,NonStandard
0919600,00840084,NonStandard
0919600,01540154,NonStandard
0919600,01690169,NonStandard
0919600,01190119,NonStandard
0919600,01840184,NonStandard
0919600,01140114,NonStandard
0919600,00940094,NonStandard
0919600,00440044,NonStandard
0919600,00490049,NonStandard
0919600,01290129,NonStandard
0919600,01240124,NonStandard
0919600,00340034,NonStandard
0919600,00890089,NonStandard
0919600,01740174,NonStandard
0919600,02010201,NonStandard
0919600,01310131,NonStandard
0919600,01610161,NonStandard
0919600,00510051,NonStandard
0919600,00210021,NonStandard
0919600,00760076,NonStandard
0919600,00360036,NonStandard
0919600,01460146,NonStandard
0919600,00060006,NonStandard
0919600,01760176,NonStandard
0919600,00370037,NonStandard
0919600,00520052,NonStandard
0919600,01770177,NonStandard
0919600,00220022,NonStandard
0919600,02020202,NonStandard
0919600,01470147,NonStandard
0919600,01320132,NonStandard
0919600,00070007,NonStandard
0919600,01620162,NonStandard
0919600,00770077,NonStandard
0919600,01330133,NonStandard
0919600,02030203,NonStandard
0919600,01780178,NonStandard
0919600,01480148,NonStandard
0919600,00080008,NonStandard
0919600,00380038,NonStandard
0919600,01630163,NonStandard
0919600,00780078,NonStandard
0919600,00230023,NonStandard
0919600,00530053,NonStandard
0919600,01790179,NonStandard
0919600,00390039,NonStandard
0919600,01340134,NonStandard
0919600,00240024,NonStandard
0919600,00540054,NonStandard
0919600,01490149,NonStandard
0919600,00790079,NonStandard
0919600,02040204,NonStandard
0919600,00090009,NonStandard
0919600,01640164,NonStandard
0919600,02510251,NonStandard
0919600,02530253,NonStandard
0919600,02550255,NonStandard
0919600,02520252,NonStandard
0919600,02540254,NonStandard
0919600,02560256,NonStandard
0902917,00290029,NonStandard
0902917,00590059,NonStandard
0902917,00270027,NonStandard
0902917,00250025,NonStandard
0902917,00610061,NonStandard
0902917,00310031,NonStandard
0902917,00210021,NonStandard
0902917,00370037,NonStandard
0902917,00630063,NonStandard
0902917,00490049,NonStandard
0902917,00570057,NonStandard
0902917,00330033,NonStandard
0902917,00550055,NonStandard
0902917,00170017,NonStandard
0902917,00390039,NonStandard
0902917,00530053,NonStandard
0902917,00410041,NonStandard
0902917,00430043,NonStandard
0902917,00510051,NonStandard
0902917,00450045,NonStandard
0902917,00470047,NonStandard
0902917,00350035,NonStandard
0902917,00090009,NonStandard
0902917,00010001,NonStandard
0902917,00710071,NonStandard
0902917,00030003,NonStandard
0902917,00190019,NonStandard
0902917,00790079,NonStandard
0902917,00690069,NonStandard
0902917,01500150,NonStandard
0902917,00050005,NonStandard
0902917,00670067,NonStandard
0902917,01540154,NonStandard
0902917,00110011,NonStandard
0902917,00130013,NonStandard
0902917,00230023,NonStandard
0902917,00650065,NonStandard
0902917,00150015,NonStandard
0902917,00070007,NonStandard
0729803,00920092,NonStandard
0729803,00340034,NonStandard
0729803,00450045,NonStandard
0729803,00460046,NonStandard
0729803,00220022,NonStandard
0729803,00210021,NonStandard
0729803,00100010,NonStandard
0729803,00900090,NonStandard
0729803,00090009,NonStandard
0729803,00330033,NonStandard
0702457,00250025,NonStandard
0702457,00260026,NonStandard
0702457,00240024,NonStandard
0914663,12741274,NonStandard
0914663,12701270,NonStandard
0182019,13021302,NonStandard
0182019,13241324,NonStandard
0182019,13231323,NonStandard
0182019,13221322,NonStandard
0182019,13211321,NonStandard
0182019,13201320,NonStandard
0182019,13191319,NonStandard
0182019,13181318,NonStandard
0182019,13171317,NonStandard
0182019,13261326,NonStandard
0182019,13141314,NonStandard
0182019,13271327,NonStandard
0182019,13121312,NonStandard
0182019,13111311,NonStandard
0182019,13101310,NonStandard
0182019,13091309,NonStandard
0182019,13081308,NonStandard
0182019,13071307,NonStandard
0182019,13061306,NonStandard
0182019,13051305,NonStandard
0182019,13041304,NonStandard
0182019,13031303,NonStandard
0182019,13161316,NonStandard
0182019,13401340,NonStandard
0182019,13701370,NonStandard
0182019,13681368,NonStandard
0182019,13661366,NonStandard
0182019,13641364,NonStandard
0182019,13621362,NonStandard
0182019,13601360,NonStandard
0182019,13451345,NonStandard
0182019,13441344,NonStandard
0182019,13431343,NonStandard
0182019,13251325,NonStandard
0182019,13411341,NonStandard
0182019,13131313,NonStandard
0182019,13371337,NonStandard
0182019,13361336,NonStandard
0182019,13351335,NonStandard
0182019,13341334,NonStandard
0182019,13331333,NonStandard
0182019,13321332,NonStandard
0182019,13311331,NonStandard
0182019,13301330,NonStandard
0182019,13291329,NonStandard
0182019,13281328,NonStandard
0182019,13421342,NonStandard
0182019,13151315,NonStandard
0108000,19161916,NonStandard
0108000,19171917,NonStandard
0108000,19221922,NonStandard
0108000,19231923,NonStandard
0108000,19281928,NonStandard
0108000,19291929,NonStandard
0108000,19301930,NonStandard
0108000,21322132,NonStandard
0108000,19631963,NonStandard
0108000,19351935,NonStandard
0108000,19361936,NonStandard
0108000,19901990,NonStandard
0108000,19911991,NonStandard
0108000,20922092,NonStandard
0108000,20912091,NonStandard
0108000,21002100,NonStandard
0108000,20992099,NonStandard
0108000,21442144,NonStandard
0108000,21432143,NonStandard
0108000,21842184,NonStandard
0108000,21832183,NonStandard
0108000,21592159,NonStandard
0108000,21602160,NonStandard
0108000,21662166,NonStandard
0108000,21652165,NonStandard
0108000,21912191,NonStandard
0108000,21922192,NonStandard
0108000,21982198,NonStandard
0108000,21972197,NonStandard
0108000,22032203,NonStandard
0108000,22042204,NonStandard
0108000,22122212,NonStandard
0108000,22112211,NonStandard
0713276,01960196,NonStandard
0713276,01970197,NonStandard
0713276,01980198,NonStandard
0713276,01950195,NonStandard
0713276,01180118,NonStandard
0713276,03070307,NonStandard
0713276,03100310,NonStandard
0713276,01450145,NonStandard
0713276,01460146,NonStandard
0713276,01170117,NonStandard
0713276,04700470,NonStandard
0713276,04690469,NonStandard
0713276,04680468,NonStandard
0713276,04670467,NonStandard
0713276,03950395,NonStandard
0713276,03960396,NonStandard
0713276,03970397,NonStandard
0713276,03980398,NonStandard
0713276,03090309,NonStandard
0713276,05400540,NonStandard
0713276,05410541,NonStandard
0713276,05420542,NonStandard
0713276,05390539,NonStandard
0713276,03080308,NonStandard
0713276,04760476,NonStandard
0713276,04770477,NonStandard
0713276,04780478,NonStandard
0713276,05490549,NonStandard
0713276,04750475,NonStandard
0713276,04040404,NonStandard
0713276,04050405,NonStandard
0713276,03260326,NonStandard
0713276,04030403,NonStandard
0713276,05500550,NonStandard
0713276,01530153,NonStandard
0713276,02120212,NonStandard
0713276,01250125,NonStandard
0713276,02130213,NonStandard
0713276,05480548,NonStandard
0713276,01260126,NonStandard
0713276,03250325,NonStandard
0713276,02110211,NonStandard
0713276,01540154,NonStandard
0713276,02140214,NonStandard
0713276,04060406,NonStandard
0713276,05470547,NonStandard
0713276,03230323,NonStandard
0713276,03240324,NonStandard
0713276,01570157,NonStandard
0713276,01580158,NonStandard
0713276,02220222,NonStandard
0713276,02210221,NonStandard
0713276,02190219,NonStandard
0713276,02200220,NonStandard
0713276,05580558,NonStandard
0713276,01300130,NonStandard
0713276,05560556,NonStandard
0713276,03660366,NonStandard
0713276,04830483,NonStandard
0713276,04840484,NonStandard
0713276,04850485,NonStandard
0713276,04860486,NonStandard
0713276,03630363,NonStandard
0713276,05570557,NonStandard
0713276,03650365,NonStandard
0713276,01290129,NonStandard
0713276,04110411,NonStandard
0713276,04120412,NonStandard
0713276,04130413,NonStandard
0713276,04140414,NonStandard
0713276,05550555,NonStandard
0713276,03640364,NonStandard
0713276,05650565,NonStandard
0713276,01650165,NonStandard
0713276,01640164,NonStandard
0713276,01630163,NonStandard
0713276,05660566,NonStandard
0713276,05640564,NonStandard
0713276,05630563,NonStandard
0713276,04920492,NonStandard
0713276,04930493,NonStandard
0713276,04940494,NonStandard
0713276,01660166,NonStandard
0713276,04910491,NonStandard
0713276,02270227,NonStandard
0713276,03340334,NonStandard
0713276,03330333,NonStandard
0713276,03320332,NonStandard
0713276,03310331,NonStandard
0713276,04190419,NonStandard
0713276,04210421,NonStandard
0713276,04220422,NonStandard
0713276,02300230,NonStandard
0713276,02280228,NonStandard
0713276,04200420,NonStandard
0713276,02290229,NonStandard
0713276,05100510,NonStandard
0713276,02530253,NonStandard
0713276,02500250,NonStandard
0713276,05090509,NonStandard
0713276,01890189,NonStandard
0713276,05080508,NonStandard
0713276,02520252,NonStandard
0713276,02510251,NonStandard
0713276,02490249,NonStandard
0713276,02480248,NonStandard
0713276,02470247,NonStandard
0713276,04310431,NonStandard
0713276,05070507,NonStandard
0713276,01880188,NonStandard
0713276,03530353,NonStandard
0713276,01900190,NonStandard
0713276,04380438,NonStandard
0713276,05780578,NonStandard
0713276,03510351,NonStandard
0713276,01790179,NonStandard
0713276,05790579,NonStandard
0713276,05800580,NonStandard
0713276,05060506,NonStandard
0713276,05820582,NonStandard
0713276,01810181,NonStandard
0713276,04370437,NonStandard
0713276,04360436,NonStandard
0713276,04350435,NonStandard
0713276,04340434,NonStandard
0713276,04330433,NonStandard
0713276,04320432,NonStandard
0713276,05810581,NonStandard
0713276,03560356,NonStandard
0713276,03520352,NonStandard
0713276,05030503,NonStandard
0713276,03540354,NonStandard
0713276,05040504,NonStandard
0713276,01800180,NonStandard
0713276,05050505,NonStandard
0713276,02540254,NonStandard
0713276,03550355,NonStandard
0713276,03570357,NonStandard
0713276,03580358,NonStandard
0713276,05750575,NonStandard
0713276,05760576,NonStandard
0713276,01870187,NonStandard
0713276,01820182,NonStandard
0713276,05770577,NonStandard
0902075,00680068,NonStandard
0902075,00690069,NonStandard
0902075,00700070,NonStandard
0902075,00710071,NonStandard
0902075,00730073,NonStandard
0902075,00720072,NonStandard
0902075,00760076,NonStandard
0902075,00750075,NonStandard
0902075,00740074,NonStandard
0905566,00710201,NonStandard
0905566,00510200,NonStandard
0905566,00550201,NonStandard
0905566,00970201,NonStandard
0905566,00590200,NonStandard
0905566,00930200,NonStandard
0905566,00630201,NonStandard
0905566,00870201,NonStandard
0905566,00750200,NonStandard
0905566,00830200,NonStandard
0905566,00790201,NonStandard
0905566,00670200,NonStandard
0905566,01130201,NonStandard
0905566,01010200,NonStandard
0905566,01050201,NonStandard
0905566,00430200,NonStandard
0905566,01210201,NonStandard
0905566,01090200,NonStandard
0905566,00470201,NonStandard
0905566,01170200,NonStandard
0905566,00490301,NonStandard
0905566,01030300,NonStandard
0905566,01070301,NonStandard
0905566,01150301,NonStandard
0905566,01190300,NonStandard
0905566,01230301,NonStandard
0905566,00730301,NonStandard
0905566,00990301,NonStandard
0905566,01110300,NonStandard
0905566,00690300,NonStandard
0905566,00650301,NonStandard
0905566,00810301,NonStandard
0905566,00450300,NonStandard
0905566,00530300,NonStandard
0905566,00610300,NonStandard
0905566,00850300,NonStandard
0905566,00890301,NonStandard
0905566,00770300,NonStandard
0905566,00570301,NonStandard
0905566,00950300,NonStandard
0729784,70937093,NonStandard
0729784,67076707,NonStandard
0729784,67396739,NonStandard
0729784,67236723,NonStandard
0729784,67316731,NonStandard
0729784,74457445,NonStandard
0729784,67156715,NonStandard
0729784,68146814,NonStandard
0729784,71117111,NonStandard
0729784,68016801,NonStandard
0729784,67476747,NonStandard
0729784,73987398,NonStandard
0729784,74017401,NonStandard
0729784,71027102,NonStandard
0729784,74047404,NonStandard
0729784,77447744,NonStandard
0729784,71977197,NonStandard
0729784,71967196,NonStandard
0729784,67556755,NonStandard
0729784,68066806,NonStandard
0729784,76847684,NonStandard
0729784,68806880,NonStandard
0729784,76267626,NonStandard
0729784,68716871,NonStandard
0729784,75877587,NonStandard
0729784,76437643,NonStandard
0729784,68626862,NonStandard
0729784,76597659,NonStandard
0729784,75687568,NonStandard
0729784,69526952,NonStandard
0729784,76717671,NonStandard
0729784,75517551,NonStandard
0729784,74967496,NonStandard
0729784,75347534,NonStandard
0729784,77107710,NonStandard
0729784,69706970,NonStandard
0729784,75177517,NonStandard
0729784,75047504,NonStandard
0729784,69796979,NonStandard
0729784,76067606,NonStandard
0729784,77007700,NonStandard
0729784,69436943,NonStandard
0729784,74847484,NonStandard
0729784,70787078,NonStandard
0729784,70847084,NonStandard
0729784,74667466,NonStandard
0729784,69616961,NonStandard
0729784,73657365,NonStandard
0729784,73567356,NonStandard
0729784,63646364,NonStandard
0729784,64316431,NonStandard
0729784,63766376,NonStandard
0729784,61846184,NonStandard
0729784,63736373,NonStandard
0729784,63706370,NonStandard
0729784,63866386,NonStandard
0729784,63676367,NonStandard
0729784,61906190,NonStandard
0729784,63616361,NonStandard
0729784,63586358,NonStandard
0729784,61936193,NonStandard
0729784,61966196,NonStandard
0729784,63506350,NonStandard
0729784,61876187,NonStandard
0729784,62576257,NonStandard
0729784,64286428,NonStandard
0729784,61666166,NonStandard
0729784,64256425,NonStandard
0729784,64196419,NonStandard
0729784,61696169,NonStandard
0729784,63796379,NonStandard
0729784,64076407,NonStandard
0729784,63446344,NonStandard
0729784,61726172,NonStandard
0729784,64046404,NonStandard
0729784,61756175,NonStandard
0729784,63956395,NonStandard
0729784,63896389,NonStandard
0729784,61786178,NonStandard
0729784,63386338,NonStandard
0729784,62276227,NonStandard
0729784,63116311,NonStandard
0729784,62206220,NonStandard
0729784,63086308,NonStandard
0729784,63056305,NonStandard
0729784,62236223,NonStandard
0729784,61996199,NonStandard
0729784,62996299,NonStandard
0729784,63176317,NonStandard
0729784,62966296,NonStandard
0729784,62936293,NonStandard
0729784,62426242,NonStandard
0729784,62906290,NonStandard
0729784,62726272,NonStandard
0729784,62546254,NonStandard
0729784,63026302,NonStandard
0729784,63296329,NonStandard
0729784,64166416,NonStandard
0729784,62026202,NonStandard
0729784,63416341,NonStandard
0729784,61816181,NonStandard
0729784,61016101,NonStandard
0729784,63356335,NonStandard
0729784,63146314,NonStandard
0729784,63326332,NonStandard
0729784,62146214,NonStandard
0729784,62086208,NonStandard
0729784,63266326,NonStandard
0729784,63236323,NonStandard
0729784,62116211,NonStandard
0729784,63206320,NonStandard
0729784,63476347,NonStandard
0729784,62056205,NonStandard
0729784,61306130,NonStandard
0729784,64916491,NonStandard
0729784,66196619,NonStandard
0729784,61146114,NonStandard
0729784,65436543,NonStandard
0729784,61366136,NonStandard
0729784,65496549,NonStandard
0729784,66516651,NonStandard
0729784,65526552,NonStandard
0729784,61186118,NonStandard
0729784,61336133,NonStandard
0729784,65556555,NonStandard
0729784,65586558,NonStandard
0729784,66436643,NonStandard
0729784,61396139,NonStandard
0729784,65616561,NonStandard
0729784,65646564,NonStandard
0729784,66356635,NonStandard
0729784,61276127,NonStandard
0729784,65716571,NonStandard
0729784,61216121,NonStandard
0729784,65836583,NonStandard
0729784,65856585,NonStandard
0729784,66116611,NonStandard
0729784,61246124,NonStandard
0729784,66276627,NonStandard
0729784,61636163,NonStandard
0729784,64706470,NonStandard
0729784,64466446,NonStandard
0729784,61046104,NonStandard
0729784,64496449,NonStandard
0729784,66836683,NonStandard
0729784,64526452,NonStandard
0729784,66596659,NonStandard
0729784,64436443,NonStandard
0729784,64886488,NonStandard
0729784,64576457,NonStandard
0729784,61596159,NonStandard
0729784,66756675,NonStandard
0729784,61486148,NonStandard
0729784,61456145,NonStandard
0729784,61606160,NonStandard
0729784,64736473,NonStandard
0729784,64406440,NonStandard
0729784,66676667,NonStandard
0729784,66916691,NonStandard
0729784,64766476,NonStandard
0729784,61426142,NonStandard
0729784,64856485,NonStandard
0729784,74027402,NonStandard
0729784,76727672,NonStandard
0729784,75357535,NonStandard
0729784,77457745,NonStandard
0729784,71127112,NonStandard
0729784,68026802,NonStandard
0729784,67566756,NonStandard
0729784,75057505,NonStandard
0729784,71037103,NonStandard
0729784,73577357,NonStandard
0729784,71987198,NonStandard
0729784,75527552,NonStandard
0729784,74057405,NonStandard
0729784,68156815,NonStandard
0729784,69626962,NonStandard
0729784,74977497,NonStandard
0729784,73377337,NonStandard
0729784,74677467,NonStandard
0729784,70857085,NonStandard
0729784,70797079,NonStandard
0729784,74857485,NonStandard
0729784,67166716,NonStandard
0729784,69716971,NonStandard
0729784,74467446,NonStandard
0729784,68076807,NonStandard
0729784,70947094,NonStandard
0729784,67246724,NonStandard
0729784,67326732,NonStandard
0729784,67406740,NonStandard
0729784,67486748,NonStandard
0729784,75187518,NonStandard
0729784,69806980,NonStandard
0729784,76077607,NonStandard
0729784,76447644,NonStandard
0729784,68726872,NonStandard
0729784,68636863,NonStandard
0729784,67086708,NonStandard
0729784,76277627,NonStandard
0729784,76607660,NonStandard
0729784,68816881,NonStandard
0729784,73667366,NonStandard
0729784,76857685,NonStandard
0729784,75887588,NonStandard
0729784,69446944,NonStandard
0729784,77017701,NonStandard
0729784,73997399,NonStandard
0729784,75697569,NonStandard
0729784,69536953,NonStandard
0729784,77117711,NonStandard
0729784,62436243,NonStandard
0729784,61026102,NonStandard
0729784,62126212,NonStandard
0729784,61196119,NonStandard
0729784,61056105,NonStandard
0729784,62286228,NonStandard
0729784,62216221,NonStandard
0729784,61076107,NonStandard
0729784,62246224,NonStandard
0729784,61096109,NonStandard
0729784,62156215,NonStandard
0729784,61376137,NonStandard
0729784,61616161,NonStandard
0729784,61646164,NonStandard
0729784,61676167,NonStandard
0729784,61516151,NonStandard
0729784,61496149,NonStandard
0729784,61736173,NonStandard
0729784,61466146,NonStandard
0729784,61766176,NonStandard
0729784,61796179,NonStandard
0729784,61826182,NonStandard
0729784,62006200,NonStandard
0729784,61856185,NonStandard
0729784,61226122,NonStandard
0729784,61886188,NonStandard
0729784,61916191,NonStandard
0729784,61346134,NonStandard
0729784,61946194,NonStandard
0729784,61316131,NonStandard
0729784,61706170,NonStandard
0729784,61286128,NonStandard
0729784,62036203,NonStandard
0729784,61256125,NonStandard
0729784,62066206,NonStandard
0729784,62096209,NonStandard
0729784,61436143,NonStandard
0729784,64446444,NonStandard
0729784,63366336,NonStandard
0729784,64896489,NonStandard
0729784,64776477,NonStandard
0729784,64746474,NonStandard
0729784,64716471,NonStandard
0729784,64586458,NonStandard
0729784,64536453,NonStandard
0729784,65446544,NonStandard
0729784,64476447,NonStandard
0729784,65506550,NonStandard
0729784,64416441,NonStandard
0729784,64376437,NonStandard
0729784,64326432,NonStandard
0729784,64296429,NonStandard
0729784,64266426,NonStandard
0729784,64206420,NonStandard
0729784,64176417,NonStandard
0729784,64506450,NonStandard
0729784,66206620,NonStandard
0729784,66926692,NonStandard
0729784,66846684,NonStandard
0729784,66766676,NonStandard
0729784,66686668,NonStandard
0729784,66606660,NonStandard
0729784,66526652,NonStandard
0729784,66446644,NonStandard
0729784,64926492,NonStandard
0729784,66286628,NonStandard
0729784,64026402,NonStandard
0729784,66126612,NonStandard
0729784,65726572,NonStandard
0729784,65656565,NonStandard
0729784,65626562,NonStandard
0729784,65596559,NonStandard
0729784,65566556,NonStandard
0729784,65536553,NonStandard
0729784,66366636,NonStandard
0729784,63066306,NonStandard
0729784,63336333,NonStandard
0729784,63306330,NonStandard
0729784,63276327,NonStandard
0729784,63246324,NonStandard
0729784,63216321,NonStandard
0729784,63186318,NonStandard
0729784,63156315,NonStandard
0729784,64086408,NonStandard
0729784,63096309,NonStandard
0729784,63456345,NonStandard
0729784,63036303,NonStandard
0729784,63006300,NonStandard
0729784,62976297,NonStandard
0729784,62946294,NonStandard
0729784,62916291,NonStandard
0729784,62736273,NonStandard
0729784,62586258,NonStandard
0729784,63126312,NonStandard
0729784,63686368,NonStandard
